Name,Ticker,Sector,Industry
A E C I Ltd,,Basic Materials,Chemicals - Major Diversified
A. Schulman,,Basic Materials,Chemicals - Major Diversified
Aarti Industries Ltd,,Basic Materials,Chemicals - Major Diversified
Aceto Corp.,,Basic Materials,Chemicals - Major Diversified
Aditya Birla Chemicals,,Basic Materials,Chemicals - Major Diversified
Advance Petrochemicals Ltd.,,Basic Materials,Chemicals - Major Diversified
African Oxygen Ltd,,Basic Materials,Chemicals - Major Diversified
Air Liquide SA,,Basic Materials,Chemicals - Major Diversified
Air Products & Chemicals Inc,,Basic Materials,Chemicals - Major Diversified
Air Products & Chemicals Inc.,,Basic Materials,Chemicals - Major Diversified
Airgas Inc,,Basic Materials,Chemicals - Major Diversified
Airgas,,Basic Materials,Chemicals - Major Diversified
AksharChem (India) Ltd,,Basic Materials,Chemicals - Major Diversified
Alufluoride Ltd,,Basic Materials,Chemicals - Major Diversified
AlumiFuel Power Corp.,,Basic Materials,Chemicals - Major Diversified
Amines & Plasticizers Ltd,,Basic Materials,Chemicals - Major Diversified
Anchun International,,Basic Materials,Chemicals - Major Diversified
Andhra Petrochemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Andhra Sugars Ltd,,Basic Materials,Chemicals - Major Diversified
Antaria Ltd,,Basic Materials,Chemicals - Major Diversified
Archit Organosys Ltd,,Basic Materials,Chemicals - Major Diversified
Argex Titanium Inc,,Basic Materials,Chemicals - Major Diversified
Arkema,,Basic Materials,Chemicals - Major Diversified
Asahi Kasei Corp,,Basic Materials,Chemicals - Major Diversified
Asahi Songwon Colors Ltd,,Basic Materials,Chemicals - Major Diversified
Ashland Inc,,Basic Materials,Chemicals - Major Diversified
Ashland Inc.,,Basic Materials,Chemicals - Major Diversified
Asian Petroproducts,,Basic Materials,Chemicals - Major Diversified
Astec Lifesciences Ltd,,Basic Materials,Chemicals - Major Diversified
Atul Ltd,,Basic Materials,Chemicals - Major Diversified
Avon Organics Ltd,,Basic Materials,Chemicals - Major Diversified
Axiall Corp,,Basic Materials,Chemicals - Major Diversified
Bachem Holding AG,,Basic Materials,Chemicals - Major Diversified
Balchem Corp.,,Basic Materials,Chemicals - Major Diversified
Barito Pacific Tbk,,Basic Materials,Chemicals - Major Diversified
BASF India Ltd,,Basic Materials,Chemicals - Major Diversified
Basf SE,,Basic Materials,Chemicals - Major Diversified
Bhagawati Gas Ltd,,Basic Materials,Chemicals - Major Diversified
Bhansali Eng Polymers,,Basic Materials,Chemicals - Major Diversified
BioAmber Inc.,,Basic Materials,Chemicals - Major Diversified
Boero Bartolomeo,,Basic Materials,Chemicals - Major Diversified
Braskem S.A.,,Basic Materials,Chemicals - Major Diversified
Braskem SA,,Basic Materials,Chemicals - Major Diversified
Camphor & Allied Products Ltd,,Basic Materials,Chemicals - Major Diversified
Campine,,Basic Materials,Chemicals - Major Diversified
Carboclor SA,,Basic Materials,Chemicals - Major Diversified
Celanese Corp,,Basic Materials,Chemicals - Major Diversified
Celanese Corporation,,Basic Materials,Chemicals - Major Diversified
Cereplast,,Basic Materials,Chemicals - Major Diversified
Changmao Biochemical,,Basic Materials,Chemicals - Major Diversified
Chemical & Mining Co. of Chile,,Basic Materials,Chemicals - Major Diversified
Chemical Industries (F.E),,Basic Materials,Chemicals - Major Diversified
China Energy Ltd,,Basic Materials,Chemicals - Major Diversified
China Zenith Chemical,,Basic Materials,Chemicals - Major Diversified
ChromaDex Corporation,,Basic Materials,Chemicals - Major Diversified
Clean Diesel Technologies Inc.,,Basic Materials,Chemicals - Major Diversified
Cydsa SAB de CV,,Basic Materials,Chemicals - Major Diversified
DCW Ltd,,Basic Materials,Chemicals - Major Diversified
Deepak Nitrite Ltd,,Basic Materials,Chemicals - Major Diversified
Denki Kagaku Kogyo KK,,Basic Materials,Chemicals - Major Diversified
Dharamsi Morarji Chemical,,Basic Materials,Chemicals - Major Diversified
Dhoot Industrial Finance Ltd,,Basic Materials,Chemicals - Major Diversified
Diamines & Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
DIC India Ltd,,Basic Materials,Chemicals - Major Diversified
Dottikon ES Holding AG,,Basic Materials,Chemicals - Major Diversified
Dow Chemical Co,,Basic Materials,Chemicals - Major Diversified
Dynamic Colours Ltd,,Basic Materials,Chemicals - Major Diversified
Eastman Chemical Co,,Basic Materials,Chemicals - Major Diversified
Eastman Chemical Co.,,Basic Materials,Chemicals - Major Diversified
EcoGreen Fine Chemicals,,Basic Materials,Chemicals - Major Diversified
Elekeiroz SA,,Basic Materials,Chemicals - Major Diversified
Ellenbarrie Industrial Ga,,Basic Materials,Chemicals - Major Diversified
Ems-Chemie Holding AG,,Basic Materials,Chemicals - Major Diversified
Ercros SA,,Basic Materials,Chemicals - Major Diversified
Explosifs et Produits,,Basic Materials,Chemicals - Major Diversified
Fischer Chemic Ltd,,Basic Materials,Chemicals - Major Diversified
FMC Corp.,,Basic Materials,Chemicals - Major Diversified
FMC Corporation,,Basic Materials,Chemicals - Major Diversified
Foseco India Ltd,,Basic Materials,Chemicals - Major Diversified
Fuchs Petrolub SE,,Basic Materials,Chemicals - Major Diversified
Fufeng Group Ltd.,,Basic Materials,Chemicals - Major Diversified
FutureFuel Corp.,,Basic Materials,Chemicals - Major Diversified
Genus Prime Infra Ltd,,Basic Materials,Chemicals - Major Diversified
Gevo,,Basic Materials,Chemicals - Major Diversified
GHCL Ltd,,Basic Materials,Chemicals - Major Diversified
Godrej Industries Ltd,,Basic Materials,Chemicals - Major Diversified
GPC Participacoes SA,,Basic Materials,Chemicals - Major Diversified
Greenfield Chemical,,Basic Materials,Chemicals - Major Diversified
Grupo Pochteca SAB de CV,,Basic Materials,Chemicals - Major Diversified
Gujarat Alkalies,,Basic Materials,Chemicals - Major Diversified
Gujarat Fertilizers&Chem.,,Basic Materials,Chemicals - Major Diversified
Gujarat Fluorochemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Gulshan Polyols Ltd,,Basic Materials,Chemicals - Major Diversified
H & R AG,,Basic Materials,Chemicals - Major Diversified
Hikal Ltd,,Basic Materials,Chemicals - Major Diversified
Himadri Chemicals & Indus,,Basic Materials,Chemicals - Major Diversified
Hindustan Fluorocarbons Ltd,,Basic Materials,Chemicals - Major Diversified
Hindustan Organic Chemica,,Basic Materials,Chemicals - Major Diversified
Hitachi Chemical Co Ltd,,Basic Materials,Chemicals - Major Diversified
Huabao International,,Basic Materials,Chemicals - Major Diversified
Huabao Intl Hldgs,,Basic Materials,Chemicals - Major Diversified
Huntsman Corp,,Basic Materials,Chemicals - Major Diversified
Huntsman Corporation,,Basic Materials,Chemicals - Major Diversified
Ind-Agiv Commerce Ltd,,Basic Materials,Chemicals - Major Diversified
India Gelatine & Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
India Glycols Ltd,,Basic Materials,Chemicals - Major Diversified
Indo Amines Ltd,,Basic Materials,Chemicals - Major Diversified
Indo Borax & Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Indorama Ventures PLC,,Basic Materials,Chemicals - Major Diversified
Insilco Ltd,,Basic Materials,Chemicals - Major Diversified
Integrated Environmental Techn,,Basic Materials,Chemicals - Major Diversified
International Parkside,,Basic Materials,Chemicals - Major Diversified
JA Energy,,Basic Materials,Chemicals - Major Diversified
Jayshree Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
JD Orgochem Ltd,,Basic Materials,Chemicals - Major Diversified
Jilin Qifeng Chemical Fib,,Basic Materials,Chemicals - Major Diversified
Jiutian Chemical Group Ltd,,Basic Materials,Chemicals - Major Diversified
Jocil Ltd,,Basic Materials,Chemicals - Major Diversified
JSC Uralkali,,Basic Materials,Chemicals - Major Diversified
JSR Corporation,,Basic Materials,Chemicals - Major Diversified
K+S Aktiengesellschaft,,Basic Materials,Chemicals - Major Diversified
Kanoria Chemicals,,Basic Materials,Chemicals - Major Diversified
Kansai Nerolac Paints Ltd,,Basic Materials,Chemicals - Major Diversified
Kemira Oyj,,Basic Materials,Chemicals - Major Diversified
Kesar Petroproducts Ltd,,Basic Materials,Chemicals - Major Diversified
Kilburn Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Kingboard Chemical,,Basic Materials,Chemicals - Major Diversified
Kingboard Chemical Hldgs,,Basic Materials,Chemicals - Major Diversified
Ko Yo Chemical (Group) Ltd,,Basic Materials,Chemicals - Major Diversified
Kothari Petrochemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Kuraray Co Ltd,,Basic Materials,Chemicals - Major Diversified
Laffans Petrochemicals Ltd,,Basic Materials,Chemicals - Major Diversified
LG Chem Ltd,,Basic Materials,Chemicals - Major Diversified
Lightbridge Corp,,Basic Materials,Chemicals - Major Diversified
Linde AG,,Basic Materials,Chemicals - Major Diversified
LSB Industries Inc,,Basic Materials,Chemicals - Major Diversified
LSB Industries Inc.,,Basic Materials,Chemicals - Major Diversified
M&G Poliester SA,,Basic Materials,Chemicals - Major Diversified
Manali Petrochemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Mangalam Drugs & Organics Ltd,,Basic Materials,Chemicals - Major Diversified
Mangalam Organics Ltd,,Basic Materials,Chemicals - Major Diversified
Metabolic Explorer,,Basic Materials,Chemicals - Major Diversified
Methanex Corp,,Basic Materials,Chemicals - Major Diversified
Methes Energies International,,Basic Materials,Chemicals - Major Diversified
Mexichem SAB de CV,,Basic Materials,Chemicals - Major Diversified
Millennium Inorganic,,Basic Materials,Chemicals - Major Diversified
Minerals Technologies Inc,,Basic Materials,Chemicals - Major Diversified
Minerals Technologies Inc.,,Basic Materials,Chemicals - Major Diversified
Mitsubishi Chemical,,Basic Materials,Chemicals - Major Diversified
Mitsui Chemicals Inc,,Basic Materials,Chemicals - Major Diversified
Multibase India Ltd,,Basic Materials,Chemicals - Major Diversified
Mysore Petro Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Nabaltec AG,,Basic Materials,Chemicals - Major Diversified
Nanophase Technologies Corp.,,Basic Materials,Chemicals - Major Diversified
National Peroxide Ltd,,Basic Materials,Chemicals - Major Diversified
Navin Fluorine Internatio,,Basic Materials,Chemicals - Major Diversified
Nippon Kayaku Co Ltd,,Basic Materials,Chemicals - Major Diversified
Nippon Soda Co Ltd,,Basic Materials,Chemicals - Major Diversified
Nissan Chemical Industries Ltd,,Basic Materials,Chemicals - Major Diversified
NOCIL Ltd,,Basic Materials,Chemicals - Major Diversified
Nuplex Industries Ltd,,Basic Materials,Chemicals - Major Diversified
OCI Partners LP,,Basic Materials,Chemicals - Major Diversified
Omnia Holdings Ltd,,Basic Materials,Chemicals - Major Diversified
Oriental Carbon,,Basic Materials,Chemicals - Major Diversified
OriginOil,,Basic Materials,Chemicals - Major Diversified
OspreyFrank PLC,,Basic Materials,Chemicals - Major Diversified
Phillips Carbon Black Ltd,,Basic Materials,Chemicals - Major Diversified
Pongs & Zahn AG,,Basic Materials,Chemicals - Major Diversified
Potash West NL,,Basic Materials,Chemicals - Major Diversified
Pratiksha Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Praxair Inc.,,Basic Materials,Chemicals - Major Diversified
Pressure Sensitive System,,Basic Materials,Chemicals - Major Diversified
Produits Chimiques,,Basic Materials,Chemicals - Major Diversified
Punjab Alkalies & Chem,,Basic Materials,Chemicals - Major Diversified
Punjab Chemicals,,Basic Materials,Chemicals - Major Diversified
PURE Bioscience,,Basic Materials,Chemicals - Major Diversified
Quadrimex Chimie SA,,Basic Materials,Chemicals - Major Diversified
Rayonier Advanced Materials In,,Basic Materials,Chemicals - Major Diversified
Recticel,,Basic Materials,Chemicals - Major Diversified
Refex Refrigerants Ltd,,Basic Materials,Chemicals - Major Diversified
Refnol Resins & Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Rentech Inc,,Basic Materials,Chemicals - Major Diversified
Rentech,,Basic Materials,Chemicals - Major Diversified
Resonance Specialties Ltd,,Basic Materials,Chemicals - Major Diversified
Ritesh International Ltd,,Basic Materials,Chemicals - Major Diversified
Robertet,,Basic Materials,Chemicals - Major Diversified
Roopa Industries Ltd,,Basic Materials,Chemicals - Major Diversified
Ropal Europe AG,,Basic Materials,Chemicals - Major Diversified
S&R Biogas Energiesysteme AG,,Basic Materials,Chemicals - Major Diversified
SGL Carbon SE,,Basic Materials,Chemicals - Major Diversified
Shalimar Paints Ltd,,Basic Materials,Chemicals - Major Diversified
Shenzhen Neptunus,,Basic Materials,Chemicals - Major Diversified
Shin-Etsu Chemical Co Ltd,,Basic Materials,Chemicals - Major Diversified
Showa Denko KK,,Basic Materials,Chemicals - Major Diversified
Sinjia Land Ltd,,Basic Materials,Chemicals - Major Diversified
Sino Dragon New Energy,,Basic Materials,Chemicals - Major Diversified
Sinopec Yizheng Chemical,,Basic Materials,Chemicals - Major Diversified
SKW Stahl-Metallurgie,,Basic Materials,Chemicals - Major Diversified
Sociedad Quimica Y Minera,,Basic Materials,Chemicals - Major Diversified
Sol,,Basic Materials,Chemicals - Major Diversified
Solvac,,Basic Materials,Chemicals - Major Diversified
Solvay Indupa SA,,Basic Materials,Chemicals - Major Diversified
Solvay SA,,Basic Materials,Chemicals - Major Diversified
Sree Rayalaseema Alkalies,,Basic Materials,Chemicals - Major Diversified
Standard Shoe Sole,,Basic Materials,Chemicals - Major Diversified
Sumitomo Chemical Co Ltd,,Basic Materials,Chemicals - Major Diversified
Sunitee Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
SunVic Chemical Holdings Ltd,,Basic Materials,Chemicals - Major Diversified
Supreme Petrochem Ltd,,Basic Materials,Chemicals - Major Diversified
SVC Superchem Ltd,,Basic Materials,Chemicals - Major Diversified
T C M Ltd,,Basic Materials,Chemicals - Major Diversified
Tamilnadu Petroproducts Ltd,,Basic Materials,Chemicals - Major Diversified
Tata Chemicals Ltd,,Basic Materials,Chemicals - Major Diversified
Tessenderlo Chemie NV,,Basic Materials,Chemicals - Major Diversified
The Dow Chemical Company,,Basic Materials,Chemicals - Major Diversified
Tiande Chemical Holdings Ltd.,,Basic Materials,Chemicals - Major Diversified
Tosoh Corp,,Basic Materials,Chemicals - Major Diversified
Transpek Industry Ltd,,Basic Materials,Chemicals - Major Diversified
Treatt PLC,,Basic Materials,Chemicals - Major Diversified
Trecora Resources,,Basic Materials,Chemicals - Major Diversified
Tronox Limited,,Basic Materials,Chemicals - Major Diversified
Ube Industries Ltd,,Basic Materials,Chemicals - Major Diversified
Ultramarine & Pigments Ltd,,Basic Materials,Chemicals - Major Diversified
Unipar Carbocloro SA,,Basic Materials,Chemicals - Major Diversified
Uniphos Enterprises Ltd,,Basic Materials,Chemicals - Major Diversified
Universal Starch-Chem,,Basic Materials,Chemicals - Major Diversified
Valhi,,Basic Materials,Chemicals - Major Diversified
Vinati Organics Ltd,,Basic Materials,Chemicals - Major Diversified
Vivid Global Industries Ltd,,Basic Materials,Chemicals - Major Diversified
Wacker Chemie AG,,Basic Materials,Chemicals - Major Diversified
Westlake Chemical Partners LP,,Basic Materials,Chemicals - Major Diversified
Xinyi Glass Holdings Ltd.,,Basic Materials,Chemicals - Major Diversified
Yara International ASA,,Basic Materials,Chemicals - Major Diversified
Yingde Gases Group Co.,,Basic Materials,Chemicals - Major Diversified
Yip's Chemical Holdings Ltd.,,Basic Materials,Chemicals - Major Diversified
American Nano Silicon Technolo,,Basic Materials,Synthetics
Axiall Corporation,,Basic Materials,Synthetics
BioLargo,,Basic Materials,Synthetics
GelTech Solutions,,Basic Materials,Synthetics
Kraig Biocraft Laboratories,,Basic Materials,Synthetics
Lightbridge Corp.,,Basic Materials,Synthetics
Lizhan Environmental Corp.,,Basic Materials,Synthetics
Sino Clean Energy Inc,,Basic Materials,Synthetics
Trinseo SA,,Basic Materials,Synthetics
Adarsh Plant Protect Ltd,,Basic Materials,Agricultural Chemicals
Agrium Inc,,Basic Materials,Agricultural Chemicals
Agrium Inc.,,Basic Materials,Agricultural Chemicals
Aimco Pesticides Ltd,,Basic Materials,Agricultural Chemicals
American Vanguard Corp.,,Basic Materials,Agricultural Chemicals
Aries Agro Ltd,,Basic Materials,Agricultural Chemicals
Basant Agro-Tech India Ltd,,Basic Materials,Agricultural Chemicals
Bayer CropScience Ltd,,Basic Materials,Agricultural Chemicals
Bhagiradha Chemicals,,Basic Materials,Agricultural Chemicals
Bharat Agri Fert & Realty Ltd,,Basic Materials,Agricultural Chemicals
Bharat Rasayan Ltd,,Basic Materials,Agricultural Chemicals
Bisi International Tbk,,Basic Materials,Agricultural Chemicals
Camson Bio Technologies Ltd,,Basic Materials,Agricultural Chemicals
Cavitation Technologies,,Basic Materials,Agricultural Chemicals
Century Sunshine,,Basic Materials,Agricultural Chemicals
Ceres,,Basic Materials,Agricultural Chemicals
CF Industries Holdings Inc,,Basic Materials,Agricultural Chemicals
CF Industries Holdings,,Basic Materials,Agricultural Chemicals
Chambal Fertilisers,,Basic Materials,Agricultural Chemicals
Changjiang Fertilizer,,Basic Materials,Agricultural Chemicals
China Agrotech Holdings Ltd,,Basic Materials,Agricultural Chemicals
China Agrotech Holdings Ltd.,,Basic Materials,Agricultural Chemicals
China BlueChemical Ltd,,Basic Materials,Agricultural Chemicals
China BlueChemical Ltd.,,Basic Materials,Agricultural Chemicals
China Green Agriculture Inc,,Basic Materials,Agricultural Chemicals
China Green Agriculture,,Basic Materials,Agricultural Chemicals
Chnia XLX Fertiliser Ltd,,Basic Materials,Agricultural Chemicals
Chnia XLX Fertiliser Ltd.,,Basic Materials,Agricultural Chemicals
Coromandel International Ltd,,Basic Materials,Agricultural Chemicals
Coromandel International Ltd.,,Basic Materials,Agricultural Chemicals
CVR Partners,,Basic Materials,Agricultural Chemicals
Deepak Fertilisers,,Basic Materials,Agricultural Chemicals
Dhanuka Agritech Ltd,,Basic Materials,Agricultural Chemicals
DuSolo Fertilizers Inc,,Basic Materials,Agricultural Chemicals
E I du Pont de Nemours,,Basic Materials,Agricultural Chemicals
E. I. du Pont de Nemours and C,,Basic Materials,Agricultural Chemicals
Excel Crop Care Ltd,,Basic Materials,Agricultural Chemicals
Excel Industries Ltd,,Basic Materials,Agricultural Chemicals
Fertilizantes Heringer SA,,Basic Materials,Agricultural Chemicals
Fertilizers & Chemicals T,,Basic Materials,Agricultural Chemicals
Global Bio-chem,,Basic Materials,Agricultural Chemicals
Gourmet Ocean Products Inc,,Basic Materials,Agricultural Chemicals
Graines Voltz,,Basic Materials,Agricultural Chemicals
Greater China Holdings Ltd.,,Basic Materials,Agricultural Chemicals
Gujarat Narmada Valley,,Basic Materials,Agricultural Chemicals
Highfield Resources Ltd,,Basic Materials,Agricultural Chemicals
IC Potash Corp,,Basic Materials,Agricultural Chemicals
Incitec Pivot Ltd,,Basic Materials,Agricultural Chemicals
Insecticides (India) Ltd,,Basic Materials,Agricultural Chemicals
Intrepid Potash Inc,,Basic Materials,Agricultural Chemicals
Intrepid Potash,,Basic Materials,Agricultural Chemicals
Isagro,,Basic Materials,Agricultural Chemicals
Karnalyte Resources Inc,,Basic Materials,Agricultural Chemicals
Khaitan Chemicals,,Basic Materials,Agricultural Chemicals
Kilpest India Ltd,,Basic Materials,Agricultural Chemicals
Kiwa Bio-Tech Products Group C,,Basic Materials,Agricultural Chemicals
Liberty Phosphate Ltd,,Basic Materials,Agricultural Chemicals
M P Agro Industries Ltd,,Basic Materials,Agricultural Chemicals
Madras Fertilizers Ltd,,Basic Materials,Agricultural Chemicals
MagIndustries Corp,,Basic Materials,Agricultural Chemicals
Mangalore Chemicals,,Basic Materials,Agricultural Chemicals
Marrone Bio Innovations,,Basic Materials,Agricultural Chemicals
MBAC Fertilizer Corp,,Basic Materials,Agricultural Chemicals
Meghmani Organics Ltd,,Basic Materials,Agricultural Chemicals
Migao Corp,,Basic Materials,Agricultural Chemicals
Modipon Ltd,,Basic Materials,Agricultural Chemicals
Monsanto Co,,Basic Materials,Agricultural Chemicals
Monsanto Company,,Basic Materials,Agricultural Chemicals
Monsanto India Ltd,,Basic Materials,Agricultural Chemicals
Nagarjuna Agrichem Ltd.,,Basic Materials,Agricultural Chemicals
Nagarjuna Agritech Ltd,,Basic Materials,Agricultural Chemicals
National Fertilizers Ltd,,Basic Materials,Agricultural Chemicals
New Oriental Energy & Chemical,,Basic Materials,Agricultural Chemicals
Nufarm Ltd,,Basic Materials,Agricultural Chemicals
Nutriplant Industria,,Basic Materials,Agricultural Chemicals
Ocean Agro (India) Ltd,,Basic Materials,Agricultural Chemicals
Olmix SA,,Basic Materials,Agricultural Chemicals
Phyto Chem (India) Ltd,,Basic Materials,Agricultural Chemicals
Potash Corp. of Saskatchewan,,Basic Materials,Agricultural Chemicals
Potash of Saskatchewan,,Basic Materials,Agricultural Chemicals
Rallis India Ltd.,,Basic Materials,Agricultural Chemicals
Rama Phosphates Ltd,,Basic Materials,Agricultural Chemicals
Rashtriya Chemicals,,Basic Materials,Agricultural Chemicals
Rentech Nitrogen Partners,,Basic Materials,Agricultural Chemicals
Rosier,,Basic Materials,Agricultural Chemicals
Sabero Organics Gujarat Ltd,,Basic Materials,Agricultural Chemicals
Sacom SpA,,Basic Materials,Agricultural Chemicals
Shiva Global Agro Industr,,Basic Materials,Agricultural Chemicals
Sinofert Holdings Ltd,,Basic Materials,Agricultural Chemicals
Sinofert Holdings Ltd.,,Basic Materials,Agricultural Chemicals
Soil Sub Technologies Ltd,,Basic Materials,Agricultural Chemicals
Southern Petrochemicals,,Basic Materials,Agricultural Chemicals
Spur Ventures,,Basic Materials,Agricultural Chemicals
Stonegate Agricom Ltd,,Basic Materials,Agricultural Chemicals
Super Crop Safe Ltd,,Basic Materials,Agricultural Chemicals
Syngenta AG,,Basic Materials,Agricultural Chemicals
Teesta Agro Industries Ltd,,Basic Materials,Agricultural Chemicals
Terra Nitrogen Company,,Basic Materials,Agricultural Chemicals
The Mosaic Company,,Basic Materials,Agricultural Chemicals
The Scotts Miracle-Gro Company,,Basic Materials,Agricultural Chemicals
Tuticorin Alkali,,Basic Materials,Agricultural Chemicals
United Phosphorus Ltd,,Basic Materials,Agricultural Chemicals
Western Potash Corporation,,Basic Materials,Agricultural Chemicals
Yongye International Inc,,Basic Materials,Agricultural Chemicals
Yongye International,,Basic Materials,Agricultural Chemicals
Zuari Global Ltd,,Basic Materials,Agricultural Chemicals
Adi Finechem Ltd,,Basic Materials,Specialty Chemicals
ADM Tronics Unlimited Inc.,,Basic Materials,Specialty Chemicals
AE Biofuels,,Basic Materials,Specialty Chemicals
Aemetis,,Basic Materials,Specialty Chemicals
Agarwal Industrial Corp Ltd,,Basic Materials,Specialty Chemicals
Air Water Inc.,,Basic Materials,Specialty Chemicals
Akzo Nobel India Ltd,,Basic Materials,Specialty Chemicals
Akzo Nobel NV,,Basic Materials,Specialty Chemicals
Albemarle Corp,,Basic Materials,Specialty Chemicals
Albemarle Corporation,,Basic Materials,Specialty Chemicals
Alexium International Gro,,Basic Materials,Specialty Chemicals
Alfa,,Basic Materials,Specialty Chemicals
Alkali Metals Ltd,,Basic Materials,Specialty Chemicals
Alkyl Amines Chemicals Ltd,,Basic Materials,Specialty Chemicals
All Energy Corp.,,Basic Materials,Specialty Chemicals
Altair Nanotechnologies,,Basic Materials,Specialty Chemicals
Amal Ltd,,Basic Materials,Specialty Chemicals
Amyris,,Basic Materials,Specialty Chemicals
Asia Carbon Industries,,Basic Materials,Specialty Chemicals
Asian Paints Ltd.,,Basic Materials,Specialty Chemicals
ATI Airtest Technologies Inc.,,Basic Materials,Specialty Chemicals
Aventine Renewable Energy Hold,,Basic Materials,Specialty Chemicals
Axel Polymers Ltd,,Basic Materials,Specialty Chemicals
Bagadia Colourchem Ltd,,Basic Materials,Specialty Chemicals
Balaji Amines Limited,,Basic Materials,Specialty Chemicals
Balaji Amines Ltd,,Basic Materials,Specialty Chemicals
Berger Paints India Ltd,,Basic Materials,Specialty Chemicals
Bhageria Dye Chem Ltd,,Basic Materials,Specialty Chemicals
BioFuel Energy Corp,,Basic Materials,Specialty Chemicals
BioFuel Energy Corp.,,Basic Materials,Specialty Chemicals
BioFuel Energy Corporation,,Basic Materials,Specialty Chemicals
Biofuels Power Corporation,,Basic Materials,Specialty Chemicals
BioNeutral Group,,Basic Materials,Specialty Chemicals
Black Rose Industries Ltd,,Basic Materials,Specialty Chemicals
BlastGard International Inc.,,Basic Materials,Specialty Chemicals
Bloomage BioTechnology,,Basic Materials,Specialty Chemicals
BlueFire Renewables,,Basic Materials,Specialty Chemicals
Bodal Chemicals Ltd,,Basic Materials,Specialty Chemicals
Borax Morarji Ltd,,Basic Materials,Specialty Chemicals
Brenntag AG,,Basic Materials,Specialty Chemicals
C J Gelatine Products Ltd,,Basic Materials,Specialty Chemicals
Cabot Corp,,Basic Materials,Specialty Chemicals
Cabot Corporation,,Basic Materials,Specialty Chemicals
CalciTech Ltd.,,Basic Materials,Specialty Chemicals
California Nanotech,,Basic Materials,Specialty Chemicals
Camex Ltd,,Basic Materials,Specialty Chemicals
Camlin Fine Sciences Ltd,,Basic Materials,Specialty Chemicals
Canexus Corp,,Basic Materials,Specialty Chemicals
Castrol India Ltd.,,Basic Materials,Specialty Chemicals
Changtian Plastic & Chemi,,Basic Materials,Specialty Chemicals
Chaowei Power Holdings Ltd.,,Basic Materials,Specialty Chemicals
Chembond Chemicals Ltd,,Basic Materials,Specialty Chemicals
Chemfab Alkalies Ltd,,Basic Materials,Specialty Chemicals
Chemtrade Logistics,,Basic Materials,Specialty Chemicals
Chemtura Corporation,,Basic Materials,Specialty Chemicals
China Sanjiang Fine,,Basic Materials,Specialty Chemicals
Chr Hansen Holding AS,,Basic Materials,Specialty Chemicals
Chromatic India Ltd,,Basic Materials,Specialty Chemicals
Clariant AG,,Basic Materials,Specialty Chemicals
Clariant Chemicals India Ltd,,Basic Materials,Specialty Chemicals
Cleantech Biofuels,,Basic Materials,Specialty Chemicals
Colorin SA,,Basic Materials,Specialty Chemicals
Croda International PLC,,Basic Materials,Specialty Chemicals
Cytec Industries Inc,,Basic Materials,Specialty Chemicals
Cytec Industries Inc.,,Basic Materials,Specialty Chemicals
Dai-Ichi Karkaria Ltd,,Basic Materials,Specialty Chemicals
Daikaffil Chemicals India Ltd,,Basic Materials,Specialty Chemicals
Deinove,,Basic Materials,Specialty Chemicals
DIC Corporation,,Basic Materials,Specialty Chemicals
Dujodwala Paper Chemicals Ltd,,Basic Materials,Specialty Chemicals
Dynamic Industries Ltd,,Basic Materials,Specialty Chemicals
Dynemic Products Ltd,,Basic Materials,Specialty Chemicals
Ecolab Inc,,Basic Materials,Specialty Chemicals
Ecology Coatings,,Basic Materials,Specialty Chemicals
EcoSynthetix Inc,,Basic Materials,Specialty Chemicals
Elantas Beck India Ltd.,,Basic Materials,Specialty Chemicals
Elementis PLC,,Basic Materials,Specialty Chemicals
Emmessar Biotech,,Basic Materials,Specialty Chemicals
Encres Dubuit,,Basic Materials,Specialty Chemicals
EnerTeck Corp.,,Basic Materials,Specialty Chemicals
Environmental Infrastructure H,,Basic Materials,Specialty Chemicals
ESP Resources,,Basic Materials,Specialty Chemicals
Evonik Industries AG,,Basic Materials,Specialty Chemicals
Exotic Coal Ltd,,Basic Materials,Specialty Chemicals
Fabchem China Ltd,,Basic Materials,Specialty Chemicals
Ferro Corp,,Basic Materials,Specialty Chemicals
Ferro Corporation,,Basic Materials,Specialty Chemicals
Flexible Solutions,,Basic Materials,Specialty Chemicals
Flexible Solutions Internation,,Basic Materials,Specialty Chemicals
Flotek Industries Inc,,Basic Materials,Specialty Chemicals
Flotek Industries Inc.,,Basic Materials,Specialty Chemicals
Frutarom Industries Ltd,,Basic Materials,Specialty Chemicals
Ganesh Benzoplast Ltd,,Basic Materials,Specialty Chemicals
Givaudan SA,,Basic Materials,Specialty Chemicals
